N,P,K,temperature,humidity,ph,rainfall,label
88,94,58,30.916943,93.809689,7.018742,173.127855,banana
17,37,12,11.934447,92.586054,6.526519,126.470876,orange
37,88,16,18.951656,46.583318,6.191609,138.313005,kidneybeans
30,80,22,30.532675,45.152227,6.657803,80.732452,pigeonpeas
11,117,187,16.312558,93.743669,5.636736,105.014089,grapes
20,133,195,22.350923,91.574627,6.949302,126.773208,apple
64,63,50,36.034321,78.898054,6.453729,183.867861,jute
13,30,51,30.103103,62.352026,6.527936,116.898558,mango
23,25,39,29.273504,51.946065,6.517105,174.802388,mango
15,29,49,36.218123,92.180004,7.080187,151.808265,coconut
15,139,204,22.979273,92.44656,5.996544,162.889245,apple
115,58,44,27.460531,82.419951,5.647769,201.857495,rice
16,26,25,27.965182,68.226672,4.75185,158.762208,mango
27,63,89,24.001206,30.828087,6.69607,83.986509,chickpea
33,86,18,30.953936,62.629677,6.550609,65.967126,pigeonpeas
15,133,201,20.821912,91.897511,6.9151,102.025087,apple
8,17,27,30.953728,91.059326,7.916096,127.991889,coconut
47,73,57,30.13984,91.098801,6.730446,181.732077,papaya
14,13,15,16.952028,85.806312,6.814143,143.502616,orange
18,65,24,21.450025,45.534109,6.304028,136.823057,kidneybeans
4,139,204,18.634119,92.174503,5.766079,119.809804,apple
19,11,59,35.036337,90.100354,5.840902,104.293139,pomegranate
120,27,53,36.59598,81.227943,5.790467,72.727511,watermelon
37,60,25,27.343011,42.75453,6.041765,126.718934,pigeonpeas
6,19,28,26.5407,87.73308,7.633112,154.545628,coconut
17,143,199,11.873359,82.374044,5.570193,100.659717,grapes
28,35,35,25.313365,52.83154,5.942626,110.070398,mango
68,51,49,24.639767,92.801775,6.54178,213.836748,rice
19,145,196,20.80534,93.281297,6.153963,127.225477,apple
21,66,30,24.19316,52.334399,6.301893,148.764508,pigeonpeas
12,35,29,35.650489,53.403999,5.883938,190.460299,mango
120,20,47,28.591707,96.479633,6.564894,59.194272,muskmelon
18,17,57,21.564685,88.336424,6.774262,192.865478,pomegranate
24,118,195,14.504508,81.97638,6.397003,112.944217,grapes
13,35,28,27.044467,88.690782,6.430802,135.002963,coconut
96,48,38,25.905365,88.401593,6.031882,186.582049,rice
7,39,36,24.32881,97.101645,5.440994,162.847409,coconut
17,83,18,22.909285,61.831326,6.583283,139.19707,pigeonpeas
15,15,48,29.578263,88.571107,7.573368,108.755717,coconut
26,51,40,34.304388,53.63062,4.831713,45.20347,mothbeans
96,38,58,36.281691,92.77899,7.147717,59.743704,muskmelon
12,131,203,21.818426,91.348888,6.664597,135.09024,apple
14,132,208,20.857078,97.778905,5.823564,128.613237,apple
12,44,45,15.994001,57.277689,6.078979,195.57092,coffee
63,41,32,23.627502,92.625117,5.820569,180.504178,rice
30,88,32,30.290374,65.210132,6.08696,70.929948,blackgram
22,143,206,11.452608,81.192707,5.730117,75.491606,grapes
81,41,59,30.717167,73.678074,6.049584,225.030284,jute
75,36,31,21.482959,90.041754,5.544424,207.564212,rice
109,49,23,34.900346,56.820669,6.084302,108.511343,cotton
112,58,23,33.721594,76.79498,7.766205,104.236252,cotton
57,74,41,28.669882,98.230326,7.438869,196.890502,papaya
21,66,20,24.127853,43.773485,6.073254,119.526361,kidneybeans
25,87,32,25.241385,56.433121,6.068409,67.834655,pigeonpeas
77,55,45,37.341673,82.564919,7.932847,177.154315,jute
12,31,54,37.834829,88.822645,6.029973,140.823281,coconut
32,132,199,11.196123,81.901165,6.822031,80.712061,grapes
10,20,58,23.152851,91.716849,6.815261,132.114538,pomegranate
13,17,30,37.78021,98.366743,6.428228,181.177642,coconut
36,64,33,32.81464,70.986236,6.820982,74.080745,blackgram
103,88,48,32.603368,77.701101,6.587493,158.814074,banana
27,73,36,30.149913,64.278493,6.279354,140.354843,pigeonpeas
11,123,180,12.800784,85.163111,6.282401,94.336867,grapes
24,43,23,25.543755,82.597365,6.109627,70.177533,mungbean
17,120,201,11.681374,83.057354,6.951672,76.54922,grapes
109,61,35,32.010125,55.222246,7.297345,89.815984,cotton
71,45,35,28.408601,82.809783,7.317284,247.156854,jute
20,144,202,19.592919,91.270216,5.698169,102.533034,apple
38,63,31,27.92086,64.010214,6.450083,140.568251,pigeonpeas
108,23,50,25.566355,95.476085,6.457789,46.143228,muskmelon
97,43,41,21.893695,83.342842,6.448312,294.543831,rice
28,131,204,13.643995,83.982906,6.340366,85.97907,grapes
38,33,51,20.936696,86.93043,6.493649,184.082242,pomegranate
27,135,204,17.990287,86.233455,6.919673,88.106148,grapes
14,118,208,10.166592,82.334151,5.835106,93.947472,grapes
96,16,45,30.571811,85.519021,5.802767,90.741815,watermelon
37,73,32,24.742272,57.460402,6.952454,69.517454,pigeonpeas
10,117,210,14.796131,81.638197,7.006718,87.104528,grapes
14,21,52,36.644336,90.538226,7.345767,113.139973,coconut
39,12,58,32.294446,91.104207,7.47909,170.375992,pomegranate
16,20,31,30.892404,92.557809,7.009612,136.884892,coconut
38,31,32,35.266972,50.777089,5.889235,181.177026,mango
32,107,183,8.940951,85.137906,6.350456,129.785284,grapes
120,39,48,22.658584,91.540816,6.026635,242.280645,rice
5,136,198,19.848866,96.349965,5.790576,157.214622,apple
38,54,18,26.825758,81.394561,6.374025,88.31647,mungbean
37,61,19,26.172999,61.129805,5.657369,145.509426,pigeonpeas
68,58,38,27.34127,82.479012,7.239842,159.464246,jute
63,63,40,36.535116,88.74022,6.460054,217.339661,jute
35,75,21,29.414025,48.569893,6.118861,94.540464,pigeonpeas
39,59,25,25.472603,47.693098,6.907538,97.205995,kidneybeans
102,41,21,36.55314,64.770257,6.951386,94.502437,cotton
133,50,38,36.965347,78.200744,7.455305,104.433286,cotton
4,12,44,35.43334,97.972681,5.746354,144.828303,coconut
11,43,36,33.31627,92.769738,7.185825,44.933379,mungbean
91,54,38,25.489236,73.961387,6.998047,241.669346,jute
13,26,42,29.884498,66.032019,4.581883,110.64323,mango
30,102,208,8.392338,84.674732,6.283999,61.160557,grapes
16,28,32,33.556113,86.456466,5.18916,104.412932,coconut
19,133,193,19.500772,98.611262,5.462848,150.896428,apple
11,59,37,20.416743,49.823356,6.848252,90.540403,kidneybeans
18,109,196,17.501607,85.565192,6.321521,81.039429,grapes
49,58,54,30.530343,91.425011,7.316871,240.418073,papaya
40,73,27,28.724127,70.206566,5.980366,116.795866,blackgram
37,60,24,36.175438,44.27558,6.444784,45.603826,mothbeans
14,127,209,22.376275,90.094788,5.741739,151.290627,apple
70,50,46,31.247163,85.753931,7.397082,178.775642,jute
12,56,85,19.428654,34.352758,5.968917,73.798078,chickpea
97,36,65,37.853024,97.970729,7.368544,53.737593,muskmelon
36,27,58,31.104291,94.157279,6.588697,185.097295,pomegranate
80,52,64,34.862885,81.661153,6.447722,189.13954,jute
4,14,31,37.333509,95.082579,7.248157,142.905102,coconut
38,51,34,28.76145,91.225757,6.059751,87.467107,mungbean
21,71,31,28.93626,62.539383,6.491059,110.20337,blackgram
29,134,185,12.760758,94.493412,6.414092,72.893691,grapes
21,14,53,19.865059,86.919585,6.74246,183.03015,pomegranate
51,55,54,29.995724,94.638289,6.802445,206.700775,papaya
61,39,40,24.603836,88.253501,5.742221,256.824445,rice
26,108,184,8.63954,90.726626,5.546081,92.395143,grapes
13,79,25,22.547448,60.612675,6.255718,63.430881,pigeonpeas
18,32,36,37.365084,91.403023,5.343109,138.582337,coconut
23,83,25,19.307082,53.364118,5.904354,113.627258,kidneybeans
38,37,28,30.863601,56.222644,5.905967,175.529043,mango
97,94,43,34.644991,76.900513,6.838579,205.268574,banana
103,24,51,35.369489,96.629093,7.039395,32.34464,muskmelon
80,27,55,31.745179,91.853939,7.18659,54.901985,muskmelon
39,109,197,17.694558,91.734018,6.32291,81.874933,grapes
136,63,40,35.028485,62.015837,6.216951,79.860136,cotton
51,75,54,34.340989,94.127671,6.736757,227.422838,papaya
11,141,181,9.440234,89.274567,5.922824,120.494911,grapes
21,27,41,33.931112,93.300885,7.137195,164.612022,pomegranate
119,36,55,29.450853,91.680935,6.116365,79.028928,watermelon
37,115,188,11.606265,92.714789,6.325932,129.138656,grapes
83,34,52,36.181365,93.774618,6.171022,44.399557,muskmelon
14,20,28,31.070352,96.581657,7.582931,136.947163,coconut
33,30,55,32.288339,53.089434,5.109761,120.30457,mango
17,106,197,16.960851,88.641803,6.718367,64.242281,grapes
115,58,48,20.132681,82.949013,6.309366,167.676577,rice
27,87,35,24.969576,53.100242,6.449451,109.032291,kidneybeans
110,11,63,37.556277,90.421737,6.22646,22.3517,muskmelon
32,22,53,19.791691,88.990403,5.781878,175.836051,pomegranate
89,15,64,32.475687,91.528686,6.214155,23.937359,muskmelon
14,84,36,20.327708,71.57523,7.505576,55.072226,lentil
38,121,204,10.928042,89.381477,6.077073,67.86349,grapes
79,48,45,25.553919,90.527583,6.883503,286.464213,rice
113,12,59,36.640333,96.759022,7.479116,23.622664,muskmelon
1,127,203,21.47194,95.017539,6.397476,197.318852,apple
19,143,207,20.754124,90.837138,6.188172,111.694722,apple
5,19,54,25.178795,86.903705,6.463856,110.947923,coconut
13,39,53,27.817834,63.691422,6.127868,181.453666,coffee
83,56,37,23.037557,78.313412,6.186738,237.253481,rice
36,73,38,19.036535,49.479577,5.869231,135.913476,kidneybeans
17,68,27,28.312854,41.007247,6.209559,96.345799,pigeonpeas
28,133,189,13.45765,92.514465,6.660801,92.528111,grapes
8,38,43,16.302335,59.558039,6.870992,129.127817,coffee
119,50,53,27.660505,94.57031,6.264603,189.094095,rice
26,79,24,25.774427,41.364664,6.47945,101.161374,pigeonpeas
13,73,36,32.529228,76.887648,5.662261,73.942381,blackgram
15,38,44,36.977521,59.610002,5.849672,186.762281,mango
35,36,42,31.008035,60.609401,5.052817,82.525267,mango
26,59,37,34.168102,77.357599,6.056114,103.396912,blackgram
11,35,48,19.095836,92.180699,6.312012,136.330361,pomegranate
14,75,79,19.455488,39.744928,7.040753,85.281116,chickpea
22,138,190,15.756254,88.352098,6.547467,90.376924,grapes
76,37,54,27.866301,85.713938,6.145948,241.691466,jute
33,13,47,31.377485,49.228805,6.330236,123.715073,mango
5,136,210,21.095886,97.331495,5.772747,115.128556,apple
103,51,39,25.529727,87.998854,5.824201,215.778579,rice
16,106,191,15.68324,90.401381,6.067395,94.448752,grapes
34,20,54,29.517764,55.119954,6.50429,83.785742,mango
77,48,47,33.092724,83.600209,7.26544,199.343276,jute
18,16,37,26.678084,59.086394,4.684079,85.804433,mango
115,47,43,25.058211,85.650182,6.633208,185.698461,rice
93,21,54,28.222494,81.44814,6.110176,72.247262,watermelon
37,58,25,31.451538,41.369596,6.825648,111.092838,pigeonpeas
13,28,29,24.439897,86.731267,6.202069,154.69503,coconut
31,27,35,30.700301,59.302183,6.064751,195.296935,mango
119,31,65,30.848665,88.302912,6.299934,73.212944,watermelon
90,27,53,27.653364,84.089158,6.866017,62.669048,watermelon
21,106,200,14.973623,93.992155,6.071242,93.256042,grapes
69,45,42,25.90191,78.141428,5.723328,195.397313,rice
36,106,190,8.757768,88.359343,6.169865,111.689562,grapes
123,60,38,28.594943,71.712048,7.626276,96.335097,cotton
34,86,30,27.09995,66.945424,6.030588,111.96386,blackgram
80,59,47,29.527226,70.812265,7.9306,199.07408,jute
108,16,64,33.512314,93.504217,5.962435,46.506495,watermelon
105,10,50,28.428882,93.721476,6.530785,31.290989,muskmelon
29,109,197,15.457707,84.065741,6.69763,121.323137,grapes
28,86,16,31.346752,52.473985,6.294647,140.216703,pigeonpeas
10,14,42,24.659477,94.430398,5.520802,161.459191,coconut
16,116,183,16.533478,82.051031,6.385917,109.716803,grapes
115,58,31,23.120281,83.808102,6.308439,240.70536,rice
119,44,49,27.760501,77.129058,5.908213,284.64257,rice
58,74,46,31.55333,96.848731,6.898157,107.406382,papaya
40,71,35,23.520579,60.297471,5.919433,132.779475,pigeonpeas
54,66,44,29.876071,91.867057,6.706904,176.033727,papaya
60,38,41,22.94678,76.02921,6.891432,287.111232,rice
92,43,39,34.23999,80.844575,6.317168,223.398585,jute
36,37,35,22.155005,87.639017,6.029117,184.334946,pomegranate
38,138,200,11.867672,84.749153,6.436452,129.59292,grapes
38,134,200,9.342811,93.246002,6.941671,89.43237,grapes
37,123,194,14.430946,93.965186,6.665477,64.476252,grapes
40,118,202,16.942017,83.422951,6.69797,105.743926,grapes
17,64,18,30.843477,65.942572,6.909441,83.127513,blackgram
38,145,191,11.617278,81.44869,6.030829,123.330221,grapes
26,127,193,14.613369,90.298154,7.006284,62.751496,grapes
37,57,27,29.208495,92.457321,6.158707,46.969312,mungbean
22,75,16,29.43324,76.91284,5.565162,112.629656,blackgram
36,120,184,17.686467,92.761348,6.893771,100.405631,grapes
19,63,33,27.160927,90.473504,7.355133,63.477155,mungbean
66,61,35,25.964727,71.309451,6.713281,179.25369,jute
16,117,202,13.031676,86.686167,5.641037,85.093377,grapes
13,27,35,35.836842,45.581884,6.208549,183.909021,mango
38,24,42,37.895692,95.009362,6.532889,130.614253,pomegranate
102,17,60,36.125583,95.774388,7.39243,32.649642,muskmelon
26,39,41,20.17382,92.730831,7.363263,163.210601,pomegranate
38,83,24,25.945482,58.376774,5.862492,112.222452,kidneybeans
12,37,47,15.808638,70.422453,6.847211,178.27987,coffee
102,45,32,35.564588,77.313702,7.950024,87.260239,cotton
18,41,27,25.920336,90.276772,6.552088,53.160834,mungbean
9,139,196,18.805799,91.510963,6.35572,136.393526,apple
11,34,55,24.062341,89.120828,6.636151,129.397111,pomegranate
87,60,62,31.990015,89.879482,7.0673,164.788739,jute
18,22,26,26.63255,88.729286,6.529282,136.895836,coconut
81,49,45,34.197078,72.972964,6.788773,167.592355,jute
17,102,195,16.567771,85.083218,6.974384,109.243379,grapes
20,105,195,15.35663,83.668337,6.20003,114.490394,grapes
6,137,193,20.490647,91.990194,5.975442,195.709804,apple
25,131,199,16.146177,81.78849,5.711925,119.344659,grapes
94,32,60,28.671682,90.822776,7.107923,54.038794,muskmelon
18,11,61,25.753084,91.161285,6.690233,129.673205,pomegranate
121,36,33,33.634622,74.884913,6.526326,70.010773,cotton
2,126,194,21.43447,95.393476,6.213661,186.919863,apple
20,128,182,16.45149,90.796944,6.192248,98.815803,grapes
83,32,54,27.589367,80.65643,5.916342,61.14583,watermelon
31,68,31,32.240998,73.28565,5.869335,88.783915,blackgram
1,12,37,24.545798,89.750288,7.650134,169.627907,coconut
19,12,49,30.126198,89.829623,7.336243,100.756795,coconut
97,59,46,31.296586,83.780524,7.170274,239.30851,jute
7,26,48,33.016859,95.048585,7.174044,170.824097,coconut
115,35,56,29.852978,86.418909,6.204458,100.049159,watermelon
73,44,31,24.604506,85.071825,5.705965,197.222039,rice
71,45,33,20.957678,61.8288,6.736552,73.563973,maize
69,53,35,28.81117,79.662953,7.268585,163.1693,jute
32,12,39,31.875871,56.955035,4.803124,113.628422,mango
95,29,62,32.920228,84.207989,6.246053,50.454138,watermelon
117,44,24,22.882008,71.801983,7.426667,80.415898,cotton
97,49,41,27.437399,86.586675,6.417286,167.555121,jute
9,139,202,20.959987,97.840093,6.953601,141.201718,apple
115,38,31,36.576101,77.299934,6.766932,113.436764,cotton
96,52,60,34.259427,74.125399,7.970999,189.06475,jute
38,13,31,28.938435,60.017337,5.449582,192.903604,mango
25,16,54,33.36799,57.707116,4.533777,145.309515,mango
15,54,35,22.631856,60.219105,6.554623,169.331294,coffee
41,69,47,33.015679,96.240985,6.919841,236.904603,papaya
40,56,32,19.413012,50.191243,6.042832,121.267714,kidneybeans
23,56,33,30.946246,78.46244,6.822645,118.257861,blackgram
38,31,41,20.220161,88.828721,6.115033,111.94602,pomegranate
89,62,62,26.518739,88.341982,7.954483,235.152887,jute
74,38,41,30.571018,76.280791,6.157346,200.880338,jute
12,68,26,24.415403,60.192912,5.743498,69.723046,pigeonpeas
21,11,37,35.967016,93.813379,5.546833,135.74788,pomegranate
83,57,55,24.105448,76.516087,6.915969,240.840759,jute
114,69,58,29.020877,92.851361,6.943728,204.12194,banana
34,69,32,22.943209,43.927,6.821309,105.131032,kidneybeans
22,64,28,25.220332,71.816656,6.680139,116.345757,blackgram
81,80,60,27.527836,92.440936,5.788017,121.523515,banana
123,65,34,21.95656,77.243353,6.933912,82.207284,cotton
40,59,20,34.831381,43.95077,5.437075,43.280361,mothbeans
64,56,46,26.744844,73.175856,7.441413,193.611321,jute
14,42,47,19.344719,55.640235,6.099347,111.475279,coffee
18,102,203,12.856404,93.204869,6.243786,126.222106,grapes
11,125,181,11.371054,94.707287,6.578961,76.883369,grapes
39,100,195,15.695795,89.267743,6.392822,74.389297,grapes
15,12,16,13.048955,97.074412,6.248625,191.105662,orange
3,50,50,26.680468,64.927829,6.36927,159.826269,coffee
5,19,36,34.454184,92.888057,5.797311,145.89469,coconut
97,29,47,32.873551,96.550367,7.450961,53.350682,muskmelon
72,41,38,24.704927,84.846528,6.686246,223.087792,rice
39,11,61,18.246928,86.362167,7.34289,197.972714,pomegranate
56,64,52,36.712175,98.879258,6.568168,150.784053,papaya
37,19,52,18.346281,90.135395,6.950255,149.360189,pomegranate
38,19,27,36.376674,68.308047,6.626127,176.238474,mango
109,56,30,29.577054,71.513822,6.543641,87.473013,cotton
93,33,45,31.581151,97.312619,7.164987,43.472115,muskmelon
11,66,30,25.202337,62.733969,6.950792,91.764288,pigeonpeas
11,119,195,14.017879,87.795737,5.602598,85.112209,grapes
138,53,36,37.032545,70.501744,6.658095,64.523972,cotton
106,69,60,27.828272,76.762794,5.696765,217.999657,banana
12,40,35,27.218297,62.378496,6.640302,143.137732,coffee
37,32,47,31.485653,60.184416,6.123197,88.671478,mango
15,47,52,15.512002,68.265257,6.259171,172.774996,coffee
7,135,195,19.941452,91.710294,5.689678,149.694178,apple
11,138,201,19.47136,94.371222,5.626808,172.923193,apple
32,39,26,35.513127,63.418477,4.644186,91.587944,mango
11,89,39,26.018432,64.555315,6.299992,89.042673,blackgram
11,138,209,19.137656,96.499906,6.143926,166.581411,apple
32,66,19,22.744029,61.73134,6.856225,96.713143,pigeonpeas
32,35,42,27.567248,63.332933,5.028851,189.091446,mango
110,17,57,30.126485,84.364267,6.340438,57.941831,watermelon
2,24,8,24.054143,99.195914,6.337868,163.858432,orange
20,89,86,24.096297,26.791348,5.869796,68.033475,chickpea
14,38,35,28.161509,63.52137,5.210746,160.949943,mango
19,14,53,25.703255,58.315859,5.858498,175.261784,mango
0,129,197,21.114437,98.123959,5.63831,152.974606,apple
104,20,53,33.12947,91.086176,7.437159,22.778713,muskmelon
17,11,26,33.668956,93.663533,6.409091,143.65603,coconut
13,25,38,21.344885,92.064624,6.517853,171.007503,pomegranate
12,31,53,28.640195,93.455935,7.671118,186.080509,coconut
34,112,207,8.342471,93.782505,5.988459,94.726388,grapes
14,38,28,30.774485,45.73186,4.473101,63.482493,mothbeans
31,89,26,23.957058,45.345909,6.824557,95.853821,kidneybeans
19,18,25,34.972292,68.921224,6.241579,125.125287,mango
105,31,58,30.326073,85.199473,6.455196,80.008716,watermelon
114,44,20,31.775087,77.230225,7.070577,90.852739,cotton
33,20,59,36.953417,93.767847,6.850749,162.245323,pomegranate
68,32,31,22.28679,83.699616,6.974683,278.355611,rice
91,30,56,29.941178,93.20048,6.079639,49.431393,muskmelon
14,18,12,15.324128,91.875376,7.116303,184.554309,orange
39,26,48,32.227709,48.063732,5.287825,93.990148,mango
17,85,21,34.465781,61.927554,6.217192,89.654054,blackgram
18,124,182,11.204259,81.876482,5.823396,87.417878,grapes
16,58,90,20.567284,42.01874,6.851609,88.685954,chickpea
33,19,39,21.619999,94.815308,6.072795,117.191381,pomegranate
98,40,39,22.424189,88.922375,6.143639,200.090666,rice
20,54,54,19.147656,67.429392,6.066847,111.574216,coffee
106,44,32,31.237592,73.022511,6.354315,104.32788,cotton
115,24,45,30.166246,82.300226,6.084807,65.138688,watermelon
93,44,39,28.826181,76.59936,6.63451,216.065217,jute
36,18,64,22.497891,91.438155,5.851296,159.301538,pomegranate
33,58,27,28.615706,43.06516,7.037451,63.440975,pigeonpeas
79,36,47,28.161928,87.182608,6.301729,204.503087,jute
37,114,181,13.09885,86.944986,5.966413,126.935697,grapes
26,82,31,19.645095,42.982709,6.528564,136.932365,kidneybeans
9,125,200,20.699821,96.601246,6.953872,180.410299,apple
71,39,43,31.790727,73.782436,7.991625,236.942811,jute
11,68,28,18.811176,59.072119,5.940158,90.199148,kidneybeans
